Weather,City,Subservice,Service,Price
Extreme,Noida,Lights Uninstallation (per 20 m),Shave/beard grooming,167.17
Extreme,Dehradun,Sub meter installation,Electrician,310.12
Fine,Noida,3 Phase changeover switch installation,Massage,61.75
Extreme,Delhi,Decorative ceiling fan installation,Carpenter,334.94
Extreme,Dehradun,Room heater repair,Microwave Repair,469.58
Extreme,Delhi,Room heater repair,Washing Machine Repair,494.94
Extreme,Haridwar,Chandelier installation (upto 6 bulbs),Hair colour,446.01
Fine,Rishikesh,Bulb,Washing Machine Repair,432.2
Fine,Noida,Wash Basin Leakage Repair,Washing Machine Repair,438
Fine,Rishikesh,TV installation (up to 48 inches),Plumber,211.73
Extreme,Delhi,Ceiling fan regulator replacement,Plumber,306.95
Extreme,Lucknow,Double battery inverter installation,Chimney Repair,236.15
Extreme,Ahemdabad,TV installation (up to 48 inches),Carpenter,387.35
Fine,Dehradun,TV uninstallation,Laptop Repair,406.93
Extreme,Lucknow,Fan Coil Repair,Carpenter,452.12
Extreme,Jaipur,Chandelier installation (more than 6 bulbs),Hair colour,255.12
Extreme,Noida,Fan repair,Electrician,490.79
Extreme,Dehradun,Balcony drain blockage removal,Pest control,467.48
Fine,Jaipur,MCB fuse replacement,Laptop Repair,69.09
Extreme,Lucknow,New wiring with casing (per 5m),Chimney Repair,120.87
Fine,Noida,Sub meter installation,Electrician,53.14
Extreme,Noida,New wiring without casing (per 5m),Men/kids haircut,377.16
Fine,Noida,Ceiling fan regulator replacement,Home painting,222.6
Fine,Ahemdabad,Wash basin installation,Electrician,209.62
Extreme,Noida,Tubelight Installation/Repair,Plumber,231.65
Fine,Delhi,Fan uninstallation,Shave/beard grooming,413.34
Extreme,Dehradun,Mini home theater installation,Massage,92.7
Fine,Ahemdabad,Switchboard repair,Water Purifier Repair,251.87
Extreme,Ahemdabad,Double battery inverter installation,Full home cleaning,294.44
Fine,Haridwar,Fan repair,Full home cleaning,268.18
Fine,Lucknow,Decorative Lights Installation (per 5m),AC Repair Service,329.79
Extreme,Lucknow,Double Pole MCB Installation,Water Purifier Repair,462.33
Fine,Dehradun,Thermal Cut Off (TCO),Massage,111.63
Fine,Dehradun,Decorative Lights Installation (per 5m),Full home cleaning,291.97
Extreme,Haridwar,Minor fittings installation,Washing Machine Repair,268.93
Fine,Ahemdabad,Double battery inverter installation,Face care,60.5
Fine,Jaipur,Ceiling Fan Installation,Electrician,436.91
Fine,Rishikesh,Tubelight Installation/Repair,Carpenter,328.67
Extreme,Jaipur,Switch/socket replacement,Electrician,334.45
Fine,Delhi,Inverter PCB Card Replacement,AC Repair Service,439.09
Extreme,Jaipur,Switch/socket replacement,Refrigerator Repair,278.53
Fine,Dehradun,Bulb,Plumber,355.99
Extreme,Dehradun,Wash basin installation,Carpenter,61.96
Extreme,Lucknow,Geyser Installation,Washing Machine Repair,331.73
Extreme,Noida,Bulb,Hair colour,479.54
Fine,Delhi,Drainage pipe blockage removal,Bathroom cleaning,310.35
Fine,Jaipur,Tap repair,Plumber,434.49
Extreme,Haridwar,Chandelier installation (upto 6 bulbs),Full home cleaning,337.6
Extreme,Noida,3 Phase Changeover Switch Installation,Full home cleaning,372.45
Extreme,Lucknow,Tap installation,Full home cleaning,220.74
Fine,Delhi,Geyser Installation,Kitchen cleaning,422.33
Extreme,Noida,Tap replacement,Plumber,331.66
Extreme,Noida,Room heater repair,Home painting,379.9
Fine,Noida,Balcony drain blockage removal,Home painting,442.87
Fine,Delhi,TV installation (up to 48 inches),Refrigerator Repair,162.29
Fine,Haridwar,Fan Coil Repair,Refrigerator Repair,409.59
Extreme,Lucknow,Fan uninstallation,Chimney Repair,106.46
Fine,Jaipur,Bulb holder installation,Plumber,132.71
Fine,Jaipur,Geyser Uninstallation,Massage,270.61
Extreme,Jaipur,Switch Membrane / Key Pad Repair,Laptop Repair,141.53
Extreme,Rishikesh,Tap repair,Water Purifier Repair,334.61
Fine,Dehradun,Wash basin installation,Washing Machine Repair,427.84
Fine,Lucknow,Decorative ceiling fan installation,Massage,407.35
Fine,Delhi,Bulb,AC Repair Service,112.95
Fine,Dehradun,AC switchbox installation,Microwave Repair,74.52
Fine,Dehradun,Bulb holder installation,Refrigerator Repair,182.39
Extreme,Rishikesh,Bulb Holder Installation,Washing Machine Repair,400.13
Fine,Dehradun,Tap installation,Chimney Repair,104.43
Extreme,Lucknow,Chandelier installation (upto 6 bulbs),Massage,243.01
Fine,Lucknow,3 Phase Changeover Switch Installation,Massage,454.04
Fine,Lucknow,Ceiling fan regulator replacement,Hair colour,253.16
Extreme,Lucknow,Decorative light & bed lamp installation,Refrigerator Repair,260.74
Fine,Noida,Inverter servicing,Kitchen cleaning,282.56
Fine,Delhi,Bulb,Full home cleaning,77.93
Extreme,Jaipur,Minor fittings installation,Washing Machine Repair,377.18
Extreme,Rishikesh,Fan repair,Shave/beard grooming,301.86
Fine,Delhi,Wash basin blockage removal,Massage,322.56
Fine,Rishikesh,Hot & cold water mixer repair,Bathroom cleaning,220.4
Fine,Haridwar,Lights Uninstallation (per 20 m),Refrigerator Repair,70.22
Fine,Rishikesh,Wash basin installation,Pest control,76.65
Fine,Ahemdabad,Inverter servicing,Washing Machine Repair,207.13
Extreme,Rishikesh,Mini home theater installation,Washing Machine Repair,214.73
Extreme,Dehradun,3 Phase Changeover Switch Installation,Men/kids haircut,197.21
Fine,Jaipur,Ceiling fan regulator replacement,Carpenter,103.21
Fine,Ahemdabad,Timer,Kitchen cleaning,63.26
Extreme,Delhi,Chandelier installation (more than 6 bulbs),Shave/beard grooming,444.01
Extreme,Dehradun,Four Pole MCB Installation,Chimney Repair,199.49
Fine,Rishikesh,Inverter servicing,Kitchen cleaning,424.14
Extreme,Ahemdabad,Decorative light & bed lamp installation,Electrician,460.05
Fine,Lucknow,Cavity sensor,Bathroom cleaning,56.56
Extreme,Dehradun,AC switchbox installation,Refrigerator Repair,343.98
Extreme,Noida,Hot & cold water mixer installation,Carpenter,99.71
Fine,Dehradun,Fan repair,Massage,126.41
Extreme,Jaipur,3 Phase changeover switch installation,Pest control,167.24
Fine,Noida,New internal wiring (per 5m),Hair colour,220.14
Extreme,Dehradun,Decorative ceiling fan installation,AC Repair Service,157.72
Extreme,Ahemdabad,Bulb Holder Installation,Microwave Repair,144.25
Extreme,Noida,Switchboard installation,Massage,65.23
Fine,Delhi,Chandelier installation (upto 6 bulbs),Electrician,171.5
Extreme,Ahemdabad,Hot & cold water mixer repair,Hair colour,181.46
Fine,Dehradun,Decorative Lights Installation (per 15m),Massage,178.07
Fine,Ahemdabad,Double battery inverter installation,Washing Machine Repair,225.35
Fine,Haridwar,Geyser Installation,Men/kids haircut,222.2
Fine,Jaipur,Double battery inverter installation,Washing Machine Repair,338
Extreme,Jaipur,Ceiling Fan Installation,Laptop Repair,249.81
Extreme,Dehradun,Timer,Bathroom cleaning,366.67
Fine,Jaipur,New wiring without casing (per 5m),Water Purifier Repair,250.2
Fine,Noida,MCB fuse replacement,Chimney Repair,434.89
Fine,Delhi,Single battery inverter installation,Home painting,468.82
Extreme,Rishikesh,Mini home theater installation,Full home cleaning,407.44
Extreme,Dehradun,Switch Membrane / Key Pad Repair,Shave/beard grooming,326.12
Extreme,Ahemdabad,Drainage pipe blockage removal,Hair colour,308.09
Fine,Lucknow,Decorative light & bed lamp installation,Carpenter,444.81
Extreme,Delhi,Tubelight Installation/Repair,Face care,177.4
Extreme,Ahemdabad,Thermal Cut Off (TCO),Hair colour,104.4
Extreme,Dehradun,MCB fuse replacement,Plumber,420.38
Fine,Ahemdabad,Minor fittings installation,Refrigerator Repair,194.83
Fine,Jaipur,Geyser Uninstallation,Chimney Repair,50.63
Fine,Haridwar,Ceiling fan regulator replacement,Men/kids haircut,94.26
Fine,Lucknow,Chandelier installation (more than 6 bulbs),Pest control,199.32
Extreme,Jaipur,Cavity sensor,Plumber,52.11
Extreme,Dehradun,Hot & cold water mixer installation,Electrician,455.8
Fine,Jaipur,Single pole MCB installation,Pest control,148.47
Extreme,Dehradun,Wash Basin Leakage Repair,Electrician,195.89
Fine,Ahemdabad,Decorative Lights Installation (per 15m),Laptop Repair,372.89
Fine,Rishikesh,Fan Coil Repair,Men/kids haircut,369.59
Fine,Ahemdabad,Chandelier installation (more than 6 bulbs),Hair colour,228.52
Fine,Lucknow,Inverter fuse replacement,Plumber,323.99
Fine,Noida,Fan replacement,Men/kids haircut,289.5
Extreme,Jaipur,Decorative Lights Installation (per 10m),Pest control,52.84
Extreme,Ahemdabad,Door bell replacement,Refrigerator Repair,224.4
Extreme,Jaipur,Decorative Lights Installation (per 10m),Full home cleaning,201.52
Extreme,Jaipur,Chandelier installation (upto 6 bulbs),Full home cleaning,161.16
Extreme,Ahemdabad,Drainage pipe blockage removal,Refrigerator Repair,200.69
Fine,Rishikesh,Replace CFL to LED,Plumber,423.28
Fine,Rishikesh,Fan replacement,Pest control,399
Fine,Haridwar,Double Pole MCB Installation,AC Repair Service,66.93
Fine,Lucknow,Fan uninstallation,Hair colour,455.21
Extreme,Delhi,Drainage pipe blockage removal,Refrigerator Repair,487.07
Extreme,Lucknow,TV installation (above 48 inches),Massage,496.21
Fine,Ahemdabad,Wash basin blockage removal,AC Repair Service,452.27
Extreme,Noida,Chandelier installation (upto 6 bulbs),Laptop Repair,66.93
Fine,Jaipur,Shower installation (ceiling mounted),Massage,191.01
Extreme,Dehradun,TV installation (up to 48 inches),Bathroom cleaning,219.41
Fine,Rishikesh,Decorative ceiling fan installation,Pest control,384.45
Fine,Lucknow,Bulbs installation (upto 5 bulbs),Hair colour,75.67
Fine,Ahemdabad,Sub meter installation,Pest control,287.08
Fine,Ahemdabad,Single battery inverter installation,Shave/beard grooming,377.59
Extreme,Haridwar,Sub meter installation,Refrigerator Repair,51.48
Fine,Rishikesh,Fan uninstallation,Men/kids haircut,422.5
Extreme,Jaipur,Cavity sensor,Microwave Repair,341.15
Fine,Haridwar,Thermal Cut Off (TCO),Microwave Repair,406.43
Extreme,Noida,Wash Basin Leakage Repair,Bathroom cleaning,202.65
Fine,Dehradun,Inverter fuse replacement,Massage,486.24
Fine,Ahemdabad,Timer,Chimney Repair,376.16
Fine,Delhi,Thermal Cut Off (TCO),Full home cleaning,126.88
Extreme,Jaipur,Wash basin installation,Chimney Repair,320.98
Extreme,Haridwar,Ceiling fan regulator replacement,Refrigerator Repair,309.4
Fine,Lucknow,Fuse 5 / 15 Amp,Laptop Repair,450.92
Fine,Rishikesh,Thermal Cut Off (TCO),Chimney Repair,455.56
Extreme,Dehradun,Fan repair,Massage,387.22
Extreme,Rishikesh,Single pole MCB installation,Home painting,459.09
Fine,Noida,Decorative Lights Uninstallation (per 5m),AC Repair Service,232.17
Fine,Ahemdabad,Single pole MCB installation,Hair colour,199.56
Fine,Rishikesh,Tap repair,Refrigerator Repair,468.52
Fine,Rishikesh,Hot & cold water mixer repair,Home painting,466.24
Extreme,Dehradun,Drainage pipe blockage removal,Water Purifier Repair,128.04
Extreme,Delhi,Inverter fuse replacement,Men/kids haircut,476.42
Fine,Lucknow,Tap repair,Kitchen cleaning,251.9
Extreme,Haridwar,AC switchbox installation,Chimney Repair,431.98
Extreme,Ahemdabad,Shower installation (ceiling mounted),Massage,169.27
Fine,Haridwar,TV installation (above 48 inches),Pest control,66.1
Extreme,Dehradun,New wiring without casing (per 5m),Bathroom cleaning,284.17
Extreme,Haridwar,Tubelight Installation/Repair,Carpenter,277.59
Fine,Jaipur,PCB Repair,Men/kids haircut,191.13
Fine,Noida,Switch Membrane / Key Pad Repair,Plumber,361.85
Extreme,Ahemdabad,Door bell installation,Home painting,428.44
Fine,Haridwar,Cavity sensor,Laptop Repair,115.35
Fine,Dehradun,TV installation (above 48 inches),Bathroom cleaning,438.79
Extreme,Noida,Replace CFL to LED,Bathroom cleaning,413.76
Extreme,Dehradun,New wiring without casing (per 5m),Full home cleaning,346.33
Fine,Dehradun,Tap installation,Laptop Repair,486.58
Fine,Jaipur,Switch/socket replacement,Full home cleaning,316.43
Extreme,Rishikesh,New wiring with casing (per 5m),Home painting,211.03
Extreme,Ahemdabad,Decorative ceiling fan installation,Carpenter,149.52
Extreme,Noida,Wash basin installation,Shave/beard grooming,268.62
Extreme,Dehradun,Single pole MCB installation,Kitchen cleaning,202.55
Extreme,Rishikesh,TV installation (above 48 inches),Refrigerator Repair,200.59
Fine,Ahemdabad,TV installation (above 48 inches),Pest control,182.91
Extreme,Lucknow,Tap installation,Electrician,113.11
Extreme,Rishikesh,Tap repair,Carpenter,193.46
Extreme,Dehradun,Inverter PCB Card Replacement,Refrigerator Repair,381.47
Fine,Ahemdabad,Balcony drain blockage removal,Chimney Repair,402.48
Extreme,Rishikesh,Inverter fuse replacement,Bathroom cleaning,310.68
Fine,Haridwar,Ceiling fan regulator replacement,Refrigerator Repair,447.4
Extreme,Ahemdabad,Decorative Lights Installation (per 5m),Carpenter,258.5
Fine,Dehradun,Geyser Installation,Carpenter,254.41
Extreme,Rishikesh,Switchboard installation,Water Purifier Repair,60.68
Fine,Jaipur,Door bell installation,Full home cleaning,353.17
Fine,Ahemdabad,Fan Coil Repair,Chimney Repair,65.53
Extreme,Lucknow,MCB fuse replacement,Microwave Repair,251.79
Extreme,Rishikesh,Fan uninstallation,Shave/beard grooming,127.43
Extreme,Rishikesh,Replace CFL to LED,Laptop Repair,230.81
Extreme,Lucknow,TV installation (above 48 inches),Shave/beard grooming,444.94
Extreme,Delhi,Bulbs installation (upto 5 bulbs),Microwave Repair,70.64
Extreme,Jaipur,New internal wiring (per 5m),Shave/beard grooming,223.69
Fine,Dehradun,Room heater repair,Pest control,77.08
Fine,Delhi,Triple Pole MCB Installation,Chimney Repair,469.93
Extreme,Rishikesh,Decorative light & bed lamp installation,Microwave Repair,372.65
Fine,Haridwar,TV installation (up to 48 inches),Shave/beard grooming,332.19
Fine,Delhi,Tubelight Installation/Repair,Chimney Repair,344.41
Extreme,Ahemdabad,Waste pipe leakage,Massage,385.17
Extreme,Ahemdabad,Tap repair,Face care,478.11
Fine,Lucknow,Geyser Uninstallation,Massage,109.29
Extreme,Haridwar,Bulb holder installation,Men/kids haircut,256.93
Fine,Dehradun,Four Pole MCB Installation,Electrician,359.61
Fine,Dehradun,Switchboard installation,Kitchen cleaning,184.17
Extreme,Haridwar,Waste pipe leakage,Kitchen cleaning,127.33
Fine,Noida,PCB Repair,Carpenter,57.26
Extreme,Lucknow,Inverter fuse replacement,AC Repair Service,236.53
Extreme,Jaipur,Lantern Installation,Kitchen cleaning,261.82
Extreme,Dehradun,Balcony drain blockage removal,Electrician,242.34
Extreme,Ahemdabad,Fan repair,Face care,450.67
Extreme,Lucknow,Switch Membrane / Key Pad Repair,Shave/beard grooming,305.71
Fine,Jaipur,New wiring without casing (per 5m),AC Repair Service,282.95
Extreme,Noida,TV uninstallation,Massage,365.12
Extreme,Dehradun,New wiring with casing (per 5m),AC Repair Service,58.12
Extreme,Dehradun,Chandelier installation (upto 6 bulbs),Pest control,419.04
Extreme,Ahemdabad,TV installation (above 48 inches),Face care,367.64
Extreme,Haridwar,Thermal Cut Off (TCO),Microwave Repair,412.95
Extreme,Haridwar,Decorative Lights Uninstallation (per 5m),Carpenter,51.91
Fine,Haridwar,Decorative Lights Installation (per 5m),Hair colour,472.73
Fine,Haridwar,Geyser Uninstallation,AC Repair Service,228.4
Extreme,Jaipur,Bulb Holder Installation,AC Repair Service,430.19
Extreme,Delhi,Chandelier installation (more than 6 bulbs),Men/kids haircut,221.19
Extreme,Delhi,Ceiling Fan Installation,Carpenter,192.35
Extreme,Ahemdabad,Triple Pole MCB Installation,Electrician,74.02
Fine,Delhi,Four Pole MCB Installation,Bathroom cleaning,430.34
Extreme,Rishikesh,Cavity sensor,Water Purifier Repair,53.8
Extreme,Haridwar,Ceiling fan regulator replacement,Home painting,72.03
Extreme,Noida,Waste pipe leakage,Shave/beard grooming,183.8
Extreme,Delhi,Geyser Installation,Full home cleaning,421.49
Fine,Lucknow,Single battery inverter installation,Bathroom cleaning,147.4
Extreme,Rishikesh,Drainage pipe blockage removal,Shave/beard grooming,155.98
Fine,Haridwar,Wash basin installation,Electrician,461.93
Extreme,Ahemdabad,Shower installation (ceiling mounted),Carpenter,134.15
Extreme,Haridwar,Hot & cold water mixer repair,Refrigerator Repair,119.28
Extreme,Haridwar,Inverter fuse replacement,Men/kids haircut,279.75
Extreme,Rishikesh,Hot & cold water mixer installation,Bathroom cleaning,419.41
Extreme,Noida,Decorative Lights Installation (per 15m),Laptop Repair,197.39
Extreme,Noida,Tubelight Installation/Repair,Microwave Repair,105.24
Fine,Lucknow,Thermal Cut Off (TCO),Kitchen cleaning,484.08
Extreme,Jaipur,Switch Membrane / Key Pad Repair,Bathroom cleaning,311.12
Fine,Delhi,Switch Membrane / Key Pad Repair,Bathroom cleaning,271.18
Extreme,Ahemdabad,Door bell replacement,Carpenter,491.02
Fine,Rishikesh,Triple Pole MCB Installation,Washing Machine Repair,315.92
Fine,Delhi,Geyser Uninstallation,Shave/beard grooming,441.18
Fine,Ahemdabad,Geyser Installation,Carpenter,305.39
Extreme,Haridwar,Ceiling fan regulator replacement,Chimney Repair,320.54
Extreme,Haridwar,Wash Basin Leakage Repair,Water Purifier Repair,339.2
Extreme,Rishikesh,Material Procurement Charges,Water Purifier Repair,240.36
Fine,Ahemdabad,Material Procurement Charges,Kitchen cleaning,373.51
Fine,Ahemdabad,Geyser Installation,Pest control,320.51
Fine,Delhi,Waste pipe leakage,Electrician,363.78
Extreme,Rishikesh,Decorative Lights Installation (per 5m),Plumber,361.58
Fine,Ahemdabad,3 Phase Changeover Switch Installation,AC Repair Service,208.87
Fine,Rishikesh,Switch Membrane / Key Pad Repair,Massage,125.15
Extreme,Rishikesh,Switchboard repair,Bathroom cleaning,407.1
Extreme,Jaipur,New wiring with casing (per 5m),AC Repair Service,372.99
Fine,Haridwar,Balcony drain blockage removal,Hair colour,91.99
Fine,Jaipur,Cavity sensor,Men/kids haircut,290.73
Extreme,Lucknow,Wash basin installation,Washing Machine Repair,133.84
Extreme,Dehradun,Material Procurement Charges,Men/kids haircut,244.6
Extreme,Rishikesh,Double battery inverter installation,Refrigerator Repair,175.13
Extreme,Dehradun,Wash basin blockage removal,Microwave Repair,446.15
Fine,Rishikesh,Double Pole MCB Installation,AC Repair Service,70.53
Fine,Haridwar,Decorative ceiling fan installation,Massage,399.08
Fine,Ahemdabad,Decorative Lights Installation (per 5m),Full home cleaning,84.01
Fine,Haridwar,Cavity sensor,Pest control,193.59
Extreme,Noida,Inverter fuse replacement,Electrician,147.88
Extreme,Jaipur,Decorative ceiling fan installation,Laptop Repair,122.22
Extreme,Rishikesh,3 Phase changeover switch installation,Shave/beard grooming,401.8
Extreme,Lucknow,PCB Repair,Carpenter,168.01
Extreme,Rishikesh,Wash basin blockage removal,AC Repair Service,237.66
