"﻿Weather,Subservice,City,Service,Price"
"Extreme,Fan repair,Lucknow,Laptop Repair,461.95"
"Fine,AC switchbox installation,Delhi,Refrigerator Repair,175.55"
"Fine,Bulbs installation (upto 5 bulbs),Dehradun,Kitchen cleaning,282.59"
"Fine,3 Phase Changeover Switch Installation,Delhi,Chimney Repair,179.16"
"Extreme,Geyser Uninstallation,Haridwar,Electrician,403.91"
"Extreme,Inverter fuse replacement,Noida,Kitchen cleaning,485.58"
"Fine,Double Pole MCB Installation,Delhi,AC Repair Service,225.03"
"Extreme,Triple Pole MCB Installation,Haridwar,Home painting,309.55"
"Extreme,Fan Coil Repair,Dehradun,Pest control,287.41"
"Fine,Shower installation (ceiling mounted),Noida,Shave/beard grooming,270.03"
"Extreme,Fan uninstallation,Dehradun,Electrician,115.6"
"Extreme,Inverter fuse replacement,Jaipur,Chimney Repair,162.11"
"Extreme,Geyser Uninstallation,Lucknow,Face care,326.81"
"Fine,Shower installation (ceiling mounted),Jaipur,Carpenter,422.57"
"Fine,Material Procurement Charges,Jaipur,Chimney Repair,119.38"
"Fine,AC switchbox installation,Lucknow,Shave/beard grooming,325.65"
"Fine,Inverter fuse replacement,Lucknow,Electrician,452.1"
"Extreme,Ceiling Fan Installation,Haridwar,Men/kids haircut,368.34"
"Extreme,Switch/socket replacement,Jaipur,Men/kids haircut,141.56"
"Fine,New wiring with casing (per 5m),Lucknow,AC Repair Service,332.84"
"Fine,Minor fittings installation,Jaipur,Men/kids haircut,398.76"
"Extreme,Replace CFL to LED,Ahemdabad,Full home cleaning,236.1"
"Extreme,Fuse 5 / 15 Amp,Ahemdabad,Full home cleaning,145.9"
"Extreme,Bulb,Lucknow,Microwave Repair,238.23"
"Fine,AC switchbox installation,Ahemdabad,Pest control,79.72"
"Fine,Decorative ceiling fan installation,Haridwar,Men/kids haircut,450.16"
"Extreme,Triple Pole MCB Installation,Dehradun,Refrigerator Repair,218.85"
"Fine,Replace CFL to LED,Dehradun,Carpenter,498.73"
"Extreme,Wash Basin Leakage Repair,Jaipur,Shave/beard grooming,263.93"
"Fine,Decorative Lights Installation (per 15m),Delhi,AC Repair Service,209.51"
"Extreme,Tap repair,Delhi,Massage,427.29"
"Fine,Replace CFL to LED,Dehradun,Full home cleaning,270.6"
"Extreme,Hot & cold water mixer installation,Ahemdabad,Kitchen cleaning,80.38"
"Fine,Hot & cold water mixer repair,Haridwar,Pest control,293.86"
"Extreme,Wash basin blockage removal,Noida,Chimney Repair,290.44"
"Extreme,Decorative light & bed lamp installation,Noida,Massage,231.93"
"Fine,Lights Uninstallation (per 20 m),Ahemdabad,Water Purifier Repair,87.02"
"Extreme,Switchboard repair,Delhi,AC Repair Service,333.04"
"Fine,Chandelier installation (more than 6 bulbs),Haridwar,Pest control,99.38"
"Fine,TV installation (up to 48 inches),Lucknow,Electrician,387.62"
"Extreme,3 Phase Changeover Switch Installation,Ahemdabad,Shave/beard grooming,477.76"
"Extreme,Mini home theater installation,Haridwar,Laptop Repair,294.74"
"Fine,Ceiling fan regulator replacement,Rishikesh,Refrigerator Repair,403.61"
"Extreme,Inverter servicing,Haridwar,Face care,256.43"
"Fine,New internal wiring (per 5m),Delhi,Electrician,92.39"
"Fine,Decorative Lights Installation (per 10m),Haridwar,Kitchen cleaning,243.32"
"Fine,Tap replacement,Haridwar,Hair colour,471.95"
"Extreme,3 Phase Changeover Switch Installation,Delhi,Refrigerator Repair,79.69"
"Extreme,AC switchbox installation,Lucknow,Men/kids haircut,369.76"
"Fine,MCB fuse replacement,Haridwar,Microwave Repair,267.85"
"Extreme,Sub meter installation,Delhi,Refrigerator Repair,215.28"
"Extreme,New wiring without casing (per 5m),Haridwar,Massage,382.23"
"Extreme,New wiring with casing (per 5m),Noida,Hair colour,418.69"
"Extreme,Stabilizer installation,Delhi,AC Repair Service,74.25"
"Fine,TV installation (above 48 inches),Ahemdabad,Plumber,357.45"
"Extreme,Chandelier installation (upto 6 bulbs),Delhi,Refrigerator Repair,123.13"
"Extreme,Lights Uninstallation (per 20 m),Noida,Shave/beard grooming,167.17"
"Extreme,Sub meter installation,Dehradun,Electrician,310.12"
"Fine,3 Phase changeover switch installation,Noida,Massage,61.75"
"Extreme,Decorative ceiling fan installation,Delhi,Carpenter,334.94"
"Extreme,Room heater repair,Dehradun,Microwave Repair,469.58"
"Extreme,Room heater repair,Delhi,Washing Machine Repair,494.94"
"Extreme,Chandelier installation (upto 6 bulbs),Haridwar,Hair colour,446.01"
"Fine,Bulb,Rishikesh,Washing Machine Repair,432.2"
"Fine,Wash Basin Leakage Repair,Noida,Washing Machine Repair,438"
"Fine,TV installation (up to 48 inches),Rishikesh,Plumber,211.73"
"Extreme,Ceiling fan regulator replacement,Delhi,Plumber,306.95"
"Extreme,Double battery inverter installation,Lucknow,Chimney Repair,236.15"
"Extreme,TV installation (up to 48 inches),Ahemdabad,Carpenter,387.35"
"Fine,TV uninstallation,Dehradun,Laptop Repair,406.93"
"Extreme,Fan Coil Repair,Lucknow,Carpenter,452.12"
"Extreme,Chandelier installation (more than 6 bulbs),Jaipur,Hair colour,255.12"
"Extreme,Fan repair,Noida,Electrician,490.79"
"Extreme,Balcony drain blockage removal,Dehradun,Pest control,467.48"
"Fine,MCB fuse replacement,Jaipur,Laptop Repair,69.09"
"Extreme,New wiring with casing (per 5m),Lucknow,Chimney Repair,120.87"
"Fine,Sub meter installation,Noida,Electrician,53.14"
"Extreme,New wiring without casing (per 5m),Noida,Men/kids haircut,377.16"
"Fine,Ceiling fan regulator replacement,Noida,Home painting,222.6"
"Fine,Wash basin installation,Ahemdabad,Electrician,209.62"
"Extreme,Tubelight Installation/Repair,Noida,Plumber,231.65"
"Fine,Fan uninstallation,Delhi,Shave/beard grooming,413.34"
"Extreme,Mini home theater installation,Dehradun,Massage,92.7"
"Fine,Switchboard repair,Ahemdabad,Water Purifier Repair,251.87"
"Extreme,Double battery inverter installation,Ahemdabad,Full home cleaning,294.44"
"Fine,Fan repair,Haridwar,Full home cleaning,268.18"
"Fine,Decorative Lights Installation (per 5m),Lucknow,AC Repair Service,329.79"
"Extreme,Double Pole MCB Installation,Lucknow,Water Purifier Repair,462.33"
"Fine,Thermal Cut Off (TCO),Dehradun,Massage,111.63"
"Fine,Decorative Lights Installation (per 5m),Dehradun,Full home cleaning,291.97"
"Extreme,Minor fittings installation,Haridwar,Washing Machine Repair,268.93"
"Fine,Double battery inverter installation,Ahemdabad,Face care,60.5"
"Fine,Ceiling Fan Installation,Jaipur,Electrician,436.91"
"Fine,Tubelight Installation/Repair,Rishikesh,Carpenter,328.67"
"Extreme,Switch/socket replacement,Jaipur,Electrician,334.45"
"Fine,Inverter PCB Card Replacement,Delhi,AC Repair Service,439.09"
"Extreme,Switch/socket replacement,Jaipur,Refrigerator Repair,278.53"
"Fine,Bulb,Dehradun,Plumber,355.99"
"Extreme,Wash basin installation,Dehradun,Carpenter,61.96"
"Extreme,Geyser Installation,Lucknow,Washing Machine Repair,331.73"
"Extreme,Bulb,Noida,Hair colour,479.54"
"Fine,Drainage pipe blockage removal,Delhi,Bathroom cleaning,310.35"
"Fine,Tap repair,Jaipur,Plumber,434.49"
"Extreme,Chandelier installation (upto 6 bulbs),Haridwar,Full home cleaning,337.6"
"Extreme,3 Phase Changeover Switch Installation,Noida,Full home cleaning,372.45"
"Extreme,Tap installation,Lucknow,Full home cleaning,220.74"
"Fine,Geyser Installation,Delhi,Kitchen cleaning,422.33"
"Extreme,Tap replacement,Noida,Plumber,331.66"
"Extreme,Room heater repair,Noida,Home painting,379.9"
"Fine,Balcony drain blockage removal,Noida,Home painting,442.87"
"Fine,TV installation (up to 48 inches),Delhi,Refrigerator Repair,162.29"
"Fine,Fan Coil Repair,Haridwar,Refrigerator Repair,409.59"
"Extreme,Fan uninstallation,Lucknow,Chimney Repair,106.46"
"Fine,Bulb holder installation,Jaipur,Plumber,132.71"
"Fine,Geyser Uninstallation,Jaipur,Massage,270.61"
"Extreme,Switch Membrane / Key Pad Repair,Jaipur,Laptop Repair,141.53"
"Extreme,Tap repair,Rishikesh,Water Purifier Repair,334.61"
"Fine,Wash basin installation,Dehradun,Washing Machine Repair,427.84"
"Fine,Decorative ceiling fan installation,Lucknow,Massage,407.35"
"Fine,Bulb,Delhi,AC Repair Service,112.95"
"Fine,AC switchbox installation,Dehradun,Microwave Repair,74.52"
"Fine,Bulb holder installation,Dehradun,Refrigerator Repair,182.39"
"Extreme,Bulb Holder Installation,Rishikesh,Washing Machine Repair,400.13"
"Fine,Tap installation,Dehradun,Chimney Repair,104.43"
"Extreme,Chandelier installation (upto 6 bulbs),Lucknow,Massage,243.01"
"Fine,3 Phase Changeover Switch Installation,Lucknow,Massage,454.04"
"Fine,Ceiling fan regulator replacement,Lucknow,Hair colour,253.16"
"Extreme,Decorative light & bed lamp installation,Lucknow,Refrigerator Repair,260.74"
"Fine,Inverter servicing,Noida,Kitchen cleaning,282.56"
"Fine,Bulb,Delhi,Full home cleaning,77.93"
"Extreme,Minor fittings installation,Jaipur,Washing Machine Repair,377.18"
"Extreme,Fan repair,Rishikesh,Shave/beard grooming,301.86"
"Fine,Wash basin blockage removal,Delhi,Massage,322.56"
"Fine,Hot & cold water mixer repair,Rishikesh,Bathroom cleaning,220.4"
"Fine,Lights Uninstallation (per 20 m),Haridwar,Refrigerator Repair,70.22"
"Fine,Wash basin installation,Rishikesh,Pest control,76.65"
"Fine,Inverter servicing,Ahemdabad,Washing Machine Repair,207.13"
"Extreme,Mini home theater installation,Rishikesh,Washing Machine Repair,214.73"
"Extreme,3 Phase Changeover Switch Installation,Dehradun,Men/kids haircut,197.21"
"Fine,Ceiling fan regulator replacement,Jaipur,Carpenter,103.21"
"Fine,Timer,Ahemdabad,Kitchen cleaning,63.26"
"Extreme,Chandelier installation (more than 6 bulbs),Delhi,Shave/beard grooming,444.01"
"Extreme,Four Pole MCB Installation,Dehradun,Chimney Repair,199.49"
"Fine,Inverter servicing,Rishikesh,Kitchen cleaning,424.14"
"Extreme,Decorative light & bed lamp installation,Ahemdabad,Electrician,460.05"
"Fine,Cavity sensor,Lucknow,Bathroom cleaning,56.56"
"Extreme,AC switchbox installation,Dehradun,Refrigerator Repair,343.98"
"Extreme,Hot & cold water mixer installation,Noida,Carpenter,99.71"
"Fine,Fan repair,Dehradun,Massage,126.41"
"Extreme,3 Phase changeover switch installation,Jaipur,Pest control,167.24"
"Fine,New internal wiring (per 5m),Noida,Hair colour,220.14"
"Extreme,Decorative ceiling fan installation,Dehradun,AC Repair Service,157.72"
"Extreme,Bulb Holder Installation,Ahemdabad,Microwave Repair,144.25"
"Extreme,Switchboard installation,Noida,Massage,65.23"
"Fine,Chandelier installation (upto 6 bulbs),Delhi,Electrician,171.5"
"Extreme,Hot & cold water mixer repair,Ahemdabad,Hair colour,181.46"
"Fine,Decorative Lights Installation (per 15m),Dehradun,Massage,178.07"
"Fine,Double battery inverter installation,Ahemdabad,Washing Machine Repair,225.35"
"Fine,Geyser Installation,Haridwar,Men/kids haircut,222.2"
"Fine,Double battery inverter installation,Jaipur,Washing Machine Repair,338"
"Extreme,Ceiling Fan Installation,Jaipur,Laptop Repair,249.81"
"Extreme,Timer,Dehradun,Bathroom cleaning,366.67"
"Fine,New wiring without casing (per 5m),Jaipur,Water Purifier Repair,250.2"
"Fine,MCB fuse replacement,Noida,Chimney Repair,434.89"
"Fine,Single battery inverter installation,Delhi,Home painting,468.82"
"Extreme,Mini home theater installation,Rishikesh,Full home cleaning,407.44"
"Extreme,Switch Membrane / Key Pad Repair,Dehradun,Shave/beard grooming,326.12"
"Extreme,Drainage pipe blockage removal,Ahemdabad,Hair colour,308.09"
"Fine,Decorative light & bed lamp installation,Lucknow,Carpenter,444.81"
"Extreme,Tubelight Installation/Repair,Delhi,Face care,177.4"
"Extreme,Thermal Cut Off (TCO),Ahemdabad,Hair colour,104.4"
"Extreme,MCB fuse replacement,Dehradun,Plumber,420.38"
"Fine,Minor fittings installation,Ahemdabad,Refrigerator Repair,194.83"
"Fine,Geyser Uninstallation,Jaipur,Chimney Repair,50.63"
"Fine,Ceiling fan regulator replacement,Haridwar,Men/kids haircut,94.26"
"Fine,Chandelier installation (more than 6 bulbs),Lucknow,Pest control,199.32"
"Extreme,Cavity sensor,Jaipur,Plumber,52.11"
"Extreme,Hot & cold water mixer installation,Dehradun,Electrician,455.8"
"Fine,Single pole MCB installation,Jaipur,Pest control,148.47"
"Extreme,Wash Basin Leakage Repair,Dehradun,Electrician,195.89"
"Fine,Decorative Lights Installation (per 15m),Ahemdabad,Laptop Repair,372.89"
"Fine,Fan Coil Repair,Rishikesh,Men/kids haircut,369.59"
"Fine,Chandelier installation (more than 6 bulbs),Ahemdabad,Hair colour,228.52"
"Fine,Inverter fuse replacement,Lucknow,Plumber,323.99"
"Fine,Fan replacement,Noida,Men/kids haircut,289.5"
"Extreme,Decorative Lights Installation (per 10m),Jaipur,Pest control,52.84"
"Extreme,Door bell replacement,Ahemdabad,Refrigerator Repair,224.4"
"Extreme,Decorative Lights Installation (per 10m),Jaipur,Full home cleaning,201.52"
"Extreme,Chandelier installation (upto 6 bulbs),Jaipur,Full home cleaning,161.16"
"Extreme,Drainage pipe blockage removal,Ahemdabad,Refrigerator Repair,200.69"
"Fine,Replace CFL to LED,Rishikesh,Plumber,423.28"
"Fine,Fan replacement,Rishikesh,Pest control,399"
"Fine,Double Pole MCB Installation,Haridwar,AC Repair Service,66.93"
"Fine,Fan uninstallation,Lucknow,Hair colour,455.21"
"Extreme,Drainage pipe blockage removal,Delhi,Refrigerator Repair,487.07"
"Extreme,TV installation (above 48 inches),Lucknow,Massage,496.21"
"Fine,Wash basin blockage removal,Ahemdabad,AC Repair Service,452.27"
"Extreme,Chandelier installation (upto 6 bulbs),Noida,Laptop Repair,66.93"
"Fine,Shower installation (ceiling mounted),Jaipur,Massage,191.01"
"Extreme,TV installation (up to 48 inches),Dehradun,Bathroom cleaning,219.41"
"Fine,Decorative ceiling fan installation,Rishikesh,Pest control,384.45"
"Fine,Bulbs installation (upto 5 bulbs),Lucknow,Hair colour,75.67"
"Fine,Sub meter installation,Ahemdabad,Pest control,287.08"
"Fine,Single battery inverter installation,Ahemdabad,Shave/beard grooming,377.59"
"Extreme,Sub meter installation,Haridwar,Refrigerator Repair,51.48"
"Fine,Fan uninstallation,Rishikesh,Men/kids haircut,422.5"
"Extreme,Cavity sensor,Jaipur,Microwave Repair,341.15"
"Fine,Thermal Cut Off (TCO),Haridwar,Microwave Repair,406.43"
"Extreme,Wash Basin Leakage Repair,Noida,Bathroom cleaning,202.65"
"Fine,Inverter fuse replacement,Dehradun,Massage,486.24"
"Fine,Timer,Ahemdabad,Chimney Repair,376.16"
"Fine,Thermal Cut Off (TCO),Delhi,Full home cleaning,126.88"
"Extreme,Wash basin installation,Jaipur,Chimney Repair,320.98"
"Extreme,Ceiling fan regulator replacement,Haridwar,Refrigerator Repair,309.4"
"Fine,Fuse 5 / 15 Amp,Lucknow,Laptop Repair,450.92"
"Fine,Thermal Cut Off (TCO),Rishikesh,Chimney Repair,455.56"
"Extreme,Fan repair,Dehradun,Massage,387.22"
"Extreme,Single pole MCB installation,Rishikesh,Home painting,459.09"
"Fine,Decorative Lights Uninstallation (per 5m),Noida,AC Repair Service,232.17"
"Fine,Single pole MCB installation,Ahemdabad,Hair colour,199.56"
"Fine,Tap repair,Rishikesh,Refrigerator Repair,468.52"
"Fine,Hot & cold water mixer repair,Rishikesh,Home painting,466.24"
"Extreme,Drainage pipe blockage removal,Dehradun,Water Purifier Repair,128.04"
"Extreme,Inverter fuse replacement,Delhi,Men/kids haircut,476.42"
"Fine,Tap repair,Lucknow,Kitchen cleaning,251.9"
"Extreme,AC switchbox installation,Haridwar,Chimney Repair,431.98"
"Extreme,Shower installation (ceiling mounted),Ahemdabad,Massage,169.27"
"Fine,TV installation (above 48 inches),Haridwar,Pest control,66.1"
"Extreme,New wiring without casing (per 5m),Dehradun,Bathroom cleaning,284.17"
"Extreme,Tubelight Installation/Repair,Haridwar,Carpenter,277.59"
"Fine,PCB Repair,Jaipur,Men/kids haircut,191.13"
"Fine,Switch Membrane / Key Pad Repair,Noida,Plumber,361.85"
"Extreme,Door bell installation,Ahemdabad,Home painting,428.44"
"Fine,Cavity sensor,Haridwar,Laptop Repair,115.35"
"Fine,TV installation (above 48 inches),Dehradun,Bathroom cleaning,438.79"
"Extreme,Replace CFL to LED,Noida,Bathroom cleaning,413.76"
"Extreme,New wiring without casing (per 5m),Dehradun,Full home cleaning,346.33"
"Fine,Tap installation,Dehradun,Laptop Repair,486.58"
"Fine,Switch/socket replacement,Jaipur,Full home cleaning,316.43"
"Extreme,New wiring with casing (per 5m),Rishikesh,Home painting,211.03"
"Extreme,Decorative ceiling fan installation,Ahemdabad,Carpenter,149.52"
"Extreme,Wash basin installation,Noida,Shave/beard grooming,268.62"
"Extreme,Single pole MCB installation,Dehradun,Kitchen cleaning,202.55"
"Extreme,TV installation (above 48 inches),Rishikesh,Refrigerator Repair,200.59"
"Fine,TV installation (above 48 inches),Ahemdabad,Pest control,182.91"
"Extreme,Tap installation,Lucknow,Electrician,113.11"
"Extreme,Tap repair,Rishikesh,Carpenter,193.46"
"Extreme,Inverter PCB Card Replacement,Dehradun,Refrigerator Repair,381.47"
"Fine,Balcony drain blockage removal,Ahemdabad,Chimney Repair,402.48"
"Extreme,Inverter fuse replacement,Rishikesh,Bathroom cleaning,310.68"
"Fine,Ceiling fan regulator replacement,Haridwar,Refrigerator Repair,447.4"
"Extreme,Decorative Lights Installation (per 5m),Ahemdabad,Carpenter,258.5"
"Fine,Geyser Installation,Dehradun,Carpenter,254.41"
"Extreme,Switchboard installation,Rishikesh,Water Purifier Repair,60.68"
"Fine,Door bell installation,Jaipur,Full home cleaning,353.17"
"Fine,Fan Coil Repair,Ahemdabad,Chimney Repair,65.53"
"Extreme,MCB fuse replacement,Lucknow,Microwave Repair,251.79"
"Extreme,Fan uninstallation,Rishikesh,Shave/beard grooming,127.43"
"Extreme,Replace CFL to LED,Rishikesh,Laptop Repair,230.81"
"Extreme,TV installation (above 48 inches),Lucknow,Shave/beard grooming,444.94"
"Extreme,Bulbs installation (upto 5 bulbs),Delhi,Microwave Repair,70.64"
"Extreme,New internal wiring (per 5m),Jaipur,Shave/beard grooming,223.69"
"Fine,Room heater repair,Dehradun,Pest control,77.08"
"Fine,Triple Pole MCB Installation,Delhi,Chimney Repair,469.93"
"Extreme,Decorative light & bed lamp installation,Rishikesh,Microwave Repair,372.65"
"Fine,TV installation (up to 48 inches),Haridwar,Shave/beard grooming,332.19"
"Fine,Tubelight Installation/Repair,Delhi,Chimney Repair,344.41"
"Extreme,Waste pipe leakage,Ahemdabad,Massage,385.17"
"Extreme,Tap repair,Ahemdabad,Face care,478.11"
"Fine,Geyser Uninstallation,Lucknow,Massage,109.29"
"Extreme,Bulb holder installation,Haridwar,Men/kids haircut,256.93"
"Fine,Four Pole MCB Installation,Dehradun,Electrician,359.61"
"Fine,Switchboard installation,Dehradun,Kitchen cleaning,184.17"
"Extreme,Waste pipe leakage,Haridwar,Kitchen cleaning,127.33"
"Fine,PCB Repair,Noida,Carpenter,57.26"
"Extreme,Inverter fuse replacement,Lucknow,AC Repair Service,236.53"
"Extreme,Lantern Installation,Jaipur,Kitchen cleaning,261.82"
"Extreme,Balcony drain blockage removal,Dehradun,Electrician,242.34"
"Extreme,Fan repair,Ahemdabad,Face care,450.67"
"Extreme,Switch Membrane / Key Pad Repair,Lucknow,Shave/beard grooming,305.71"
"Fine,New wiring without casing (per 5m),Jaipur,AC Repair Service,282.95"
"Extreme,TV uninstallation,Noida,Massage,365.12"
"Extreme,New wiring with casing (per 5m),Dehradun,AC Repair Service,58.12"
"Extreme,Chandelier installation (upto 6 bulbs),Dehradun,Pest control,419.04"
"Extreme,TV installation (above 48 inches),Ahemdabad,Face care,367.64"
"Extreme,Thermal Cut Off (TCO),Haridwar,Microwave Repair,412.95"
"Extreme,Decorative Lights Uninstallation (per 5m),Haridwar,Carpenter,51.91"
"Fine,Decorative Lights Installation (per 5m),Haridwar,Hair colour,472.73"
