Weather,City,Subservice,Service,Price
Extreme,Dehradun,Waste pipe leakage,Carpenter,470.26
Fine,Noida,3 Phase changeover switch installation,Plumber,112.45
Fine,Noida,Decorative Lights Installation (per 10m),Carpenter,446.88
Fine,Lucknow,Ceiling fan regulator replacement,Bathroom cleaning,189.53
Extreme,Delhi,AC switchbox installation,Carpenter,468.95
Fine,Lucknow,Switchboard repair,Refrigerator Repair,410.34
Fine,Ahemdabad,Wash Basin Leakage Repair,Shave/beard grooming,416.97
Fine,Delhi,Decorative Lights Installation (per 15m),Carpenter,296.57
Fine,Rishikesh,Hot & cold water mixer installation,Chimney Repair,478.18
Fine,Haridwar,Stabilizer installation,Massage,462.91
Fine,Noida,Inverter fuse replacement,Water Purifier Repair,365.37
Fine,Jaipur,AC switchbox installation,Microwave Repair,265.61
Fine,Rishikesh,TV installation (up to 48 inches),Chimney Repair,173.4
Fine,Haridwar,Single pole MCB installation,Plumber,399.71
Extreme,Ahemdabad,Hot & cold water mixer repair,Laptop Repair,492.35
Fine,Delhi,Switch Membrane / Key Pad Repair,Face care,457.06
Extreme,Ahemdabad,Inverter PCB Card Replacement,AC Repair Service,165.74
Extreme,Jaipur,Ceiling Fan Installation,Bathroom cleaning,169.55
Fine,Rishikesh,Tubelight Installation/Repair,Chimney Repair,472.91
Extreme,Rishikesh,Fuse 5 / 15 Amp,Full home cleaning,415.54
Extreme,Lucknow,Fan uninstallation,Men/kids haircut,228.77
Extreme,Haridwar,Decorative Lights Installation (per 15m),Washing Machine Repair,296.49
Fine,Rishikesh,Inverter PCB Card Replacement,Home painting,461.53
Fine,Lucknow,Decorative Lights Uninstallation (per 5m),Carpenter,231.72
Fine,Haridwar,Lights Uninstallation (per 20 m),Face care,485.99
Fine,Lucknow,Tap replacement,Refrigerator Repair,292.75
Fine,Rishikesh,Mini home theater installation,Chimney Repair,474.67
Fine,Delhi,Shower installation (ceiling mounted),Hair colour,490.29
Fine,Dehradun,Balcony drain blockage removal,Home painting,247.97
Fine,Haridwar,Material Procurement Charges,Chimney Repair,459.18
Fine,Rishikesh,Cavity sensor,Home painting,446.45
Fine,Ahemdabad,Decorative Lights Uninstallation (per 5m),Chimney Repair,399.13
Fine,Noida,Tubelight Installation/Repair,Washing Machine Repair,352.92
Fine,Lucknow,Bulb Holder Installation,Carpenter,477.77
Extreme,Jaipur,Chandelier installation (more than 6 bulbs),Carpenter,464.83
Extreme,Jaipur,New wiring with casing (per 5m),Refrigerator Repair,381.16
Fine,Lucknow,Hot & cold water mixer installation,Plumber,371.84
Extreme,Lucknow,TV installation (above 48 inches),Full home cleaning,469.26
Extreme,Noida,Waste pipe leakage,Carpenter,405.15
Fine,Dehradun,Decorative Lights Installation (per 10m),Washing Machine Repair,236.15
Extreme,Noida,TV installation (above 48 inches),Carpenter,490.16
Extreme,Noida,Chandelier installation (more than 6 bulbs),AC Repair Service,76.7
Fine,Rishikesh,Single battery inverter installation,Men/kids haircut,146.79
Fine,Lucknow,Minor fittings installation,Face care,292.69
Fine,Dehradun,Door bell installation,Massage,466.42
Fine,Jaipur,Four Pole MCB Installation,Massage,288.92
Fine,Delhi,Fan Coil Repair,Water Purifier Repair,265.09
Fine,Rishikesh,Wash basin blockage removal,Home painting,388.9
Extreme,Haridwar,Double Pole MCB Installation,Washing Machine Repair,419.34
Fine,Noida,Cavity sensor,Kitchen cleaning,335.48
Extreme,Noida,TV uninstallation,Carpenter,480.68
Fine,Lucknow,New internal wiring (per 5m),Chimney Repair,223.59
Extreme,Haridwar,Lantern Installation,Full home cleaning,234.32
Fine,Noida,Chandelier installation (more than 6 bulbs),Pest control,397.62
Fine,Jaipur,Door bell installation,Chimney Repair,401.87
Fine,Haridwar,Minor fittings installation,Men/kids haircut,158.93
Extreme,Jaipur,Chandelier installation (more than 6 bulbs),AC Repair Service,455.5
Fine,Jaipur,Mini home theater installation,Refrigerator Repair,381.67
Extreme,Delhi,3 Phase Changeover Switch Installation,Face care,204.93
Fine,Dehradun,Inverter fuse replacement,Washing Machine Repair,460.46
Extreme,Rishikesh,Geyser Uninstallation,Chimney Repair,82.67
Fine,Ahemdabad,Chandelier installation (upto 6 bulbs),Laptop Repair,246.98
Fine,Delhi,Geyser Installation,Home painting,259.4
Fine,Ahemdabad,Bulb holder installation,Chimney Repair,382.57
Fine,Noida,TV uninstallation,Washing Machine Repair,372.99
Fine,Lucknow,Triple Pole MCB Installation,Kitchen cleaning,443.19
Extreme,Dehradun,Chandelier installation (more than 6 bulbs),Water Purifier Repair,387.78
Extreme,Noida,Fan uninstallation,Bathroom cleaning,459.76
Fine,Dehradun,Decorative Lights Installation (per 10m),Plumber,385.84
Extreme,Haridwar,Ceiling Fan Installation,Shave/beard grooming,216.56
Fine,Rishikesh,Hot & cold water mixer repair,Massage,446.89
Fine,Ahemdabad,Double battery inverter installation,Men/kids haircut,237.87
Extreme,Rishikesh,Chandelier installation (more than 6 bulbs),Bathroom cleaning,472.74
Fine,Noida,Inverter servicing,Pest control,379.99
Fine,Haridwar,Decorative Lights Installation (per 5m),Face care,70.99
Fine,Jaipur,Material Procurement Charges,Refrigerator Repair,212.07
Fine,Lucknow,TV installation (above 48 inches),Pest control,326.69
Fine,Delhi,AC switchbox installation,Chimney Repair,410.26
Extreme,Noida,Switch Membrane / Key Pad Repair,Microwave Repair,449.69
Extreme,Delhi,Chandelier installation (upto 6 bulbs),Water Purifier Repair,381.8
Extreme,Rishikesh,Door bell installation,Shave/beard grooming,463.13
Fine,Haridwar,Shower installation (wall mounted/ hand-held),Chimney Repair,415.92
Fine,Haridwar,TV installation (up to 48 inches),Water Purifier Repair,335.74
Fine,Jaipur,Four Pole MCB Installation,Hair colour,475.53
Extreme,Noida,New internal wiring (per 5m),Face care,480.44
Fine,Delhi,TV installation (up to 48 inches),Hair colour,256.44
Extreme,Delhi,Decorative Lights Installation (per 5m),Men/kids haircut,194.63
Fine,Noida,TV installation (above 48 inches),Chimney Repair,249.97
Fine,Noida,Inverter PCB Card Replacement,Full home cleaning,152.56
Fine,Jaipur,Room heater repair,Chimney Repair,402.05
Fine,Noida,Shower installation (ceiling mounted),Bathroom cleaning,344.18
Fine,Dehradun,Fan repair,Massage,474.1
Fine,Noida,Switch Membrane / Key Pad Repair,Home painting,228.84
Extreme,Noida,Ceiling Fan Installation,Men/kids haircut,403.37
Fine,Haridwar,Single pole MCB installation,Plumber,455.0
Fine,Jaipur,Ceiling fan regulator replacement,Massage,234.07
Extreme,Haridwar,Inverter PCB Card Replacement,Face care,89.35
Fine,Jaipur,Switch Membrane / Key Pad Repair,Massage,186.03
Extreme,Delhi,Door bell installation,Washing Machine Repair,396.64
Fine,Jaipur,Four Pole MCB Installation,Full home cleaning,477.11
Extreme,Delhi,Decorative Lights Installation (per 10m),Men/kids haircut,69.94
Extreme,Noida,Triple Pole MCB Installation,Bathroom cleaning,140.25
Extreme,Noida,TV uninstallation,Carpenter,280.27
Extreme,Noida,Chandelier installation (more than 6 bulbs),Men/kids haircut,397.22
Fine,Rishikesh,Inverter PCB Card Replacement,Chimney Repair,152.45
Fine,Lucknow,Single pole MCB installation,Full home cleaning,119.47
Fine,Ahemdabad,Tap installation,Shave/beard grooming,473.26
Extreme,Noida,Chandelier installation (more than 6 bulbs),Massage,376.58
Fine,Delhi,Timer,Home painting,410.51
Fine,Lucknow,Stabilizer installation,Full home cleaning,276.27
Fine,Noida,Inverter fuse replacement,Washing Machine Repair,328.45
Fine,Noida,Shower installation (wall mounted/ hand-held),Pest control,91.47
Extreme,Rishikesh,Switch Membrane / Key Pad Repair,Water Purifier Repair,260.97
Extreme,Lucknow,Fan uninstallation,Refrigerator Repair,480.0
Fine,Delhi,Lantern Installation,Face care,400.95
Fine,Haridwar,Hot & cold water mixer repair,Bathroom cleaning,390.77
Fine,Dehradun,Triple Pole MCB Installation,Carpenter,125.98
Fine,Rishikesh,Fan replacement,Home painting,467.36
Extreme,Delhi,Single battery inverter installation,Carpenter,187.28
Extreme,Noida,Switch/socket replacement,Microwave Repair,427.58
Fine,Lucknow,Tap repair,Face care,477.83
Extreme,Lucknow,Geyser Installation,Face care,472.71
Extreme,Dehradun,Switchboard installation,Washing Machine Repair,384.01
Extreme,Lucknow,Balcony drain blockage removal,Face care,324.91
Extreme,Noida,Room heater repair,Carpenter,491.47
Extreme,Noida,Geyser Uninstallation,Water Purifier Repair,425.57
Fine,Rishikesh,Geyser Uninstallation,Carpenter,160.64
Fine,Noida,AC switchbox installation,Kitchen cleaning,314.12
Extreme,Noida,TV installation (above 48 inches),Men/kids haircut,452.91
Fine,Delhi,TV installation (above 48 inches),Laptop Repair,460.59
Extreme,Rishikesh,Triple Pole MCB Installation,Men/kids haircut,277.25
Extreme,Ahemdabad,MCB fuse replacement,Washing Machine Repair,270.02
Fine,Dehradun,Double battery inverter installation,Laptop Repair,372.34
Extreme,Ahemdabad,New wiring without casing (per 5m),Electrician,215.27
Fine,Rishikesh,Switch Membrane / Key Pad Repair,Carpenter,457.45
Fine,Ahemdabad,3 Phase changeover switch installation,Pest control,419.46
Fine,Lucknow,Fuse 5 / 15 Amp,Men/kids haircut,229.63
Fine,Noida,Fan repair,Face care,265.82
Fine,Jaipur,Double battery inverter installation,Hair colour,464.29
Fine,Dehradun,Decorative ceiling fan installation,Home painting,270.42
Fine,Lucknow,3 Phase changeover switch installation,Massage,86.86
Extreme,Lucknow,Switch Membrane / Key Pad Repair,Face care,481.29
Fine,Noida,Fan Coil Repair,Men/kids haircut,290.65
Extreme,Jaipur,TV installation (up to 48 inches),Shave/beard grooming,459.4
Extreme,Lucknow,Thermal Cut Off (TCO),Men/kids haircut,468.31
Extreme,Rishikesh,Waste pipe leakage,Men/kids haircut,242.39
Fine,Delhi,Bulb holder installation,Face care,459.41
Fine,Noida,Double battery inverter installation,Washing Machine Repair,454.56
Fine,Delhi,Double Pole MCB Installation,Chimney Repair,377.76
Fine,Lucknow,Geyser Installation,Face care,288.62
Extreme,Dehradun,Fan uninstallation,Carpenter,80.7
Fine,Delhi,New wiring without casing (per 5m),Washing Machine Repair,100.96
Fine,Lucknow,Drainage pipe blockage removal,Washing Machine Repair,294.9
Fine,Haridwar,Waste pipe leakage,AC Repair Service,479.46
Fine,Ahemdabad,Single pole MCB installation,Washing Machine Repair,200.57
Fine,Lucknow,Stabilizer installation,Refrigerator Repair,263.56
Extreme,Rishikesh,Chandelier installation (upto 6 bulbs),Chimney Repair,384.59
Fine,Jaipur,Fan repair,Shave/beard grooming,470.44
Fine,Rishikesh,Fan uninstallation,Refrigerator Repair,452.12
Fine,Rishikesh,Tubelight Installation/Repair,Men/kids haircut,87.27
Extreme,Delhi,Switchboard repair,Home painting,133.47
Fine,Delhi,Single pole MCB installation,Face care,293.14
Extreme,Rishikesh,Door bell replacement,Men/kids haircut,178.27
Fine,Jaipur,Inverter servicing,Massage,394.99
Fine,Noida,Stabilizer installation,Carpenter,460.67
Fine,Jaipur,Bulbs installation (upto 5 bulbs),Home painting,299.55
Extreme,Lucknow,Tubelight Installation/Repair,Bathroom cleaning,314.63
Fine,Dehradun,Tap repair,Laptop Repair,381.85
Fine,Noida,Inverter PCB Card Replacement,Home painting,359.49
Fine,Noida,Switch/socket replacement,Bathroom cleaning,248.14
Extreme,Lucknow,Bulb Holder Installation,Microwave Repair,288.6
Fine,Lucknow,Stabilizer installation,Kitchen cleaning,95.19
Fine,Lucknow,Decorative Lights Installation (per 15m),Face care,94.61
Extreme,Lucknow,Thermal Cut Off (TCO),Face care,454.56
Fine,Noida,AC switchbox installation,Carpenter,487.5
Fine,Noida,Room heater repair,AC Repair Service,323.6
Fine,Rishikesh,Chandelier installation (upto 6 bulbs),Chimney Repair,350.9
Fine,Dehradun,TV uninstallation,Face care,263.85
Fine,Rishikesh,Sub meter installation,Laptop Repair,111.51
Extreme,Ahemdabad,Inverter PCB Card Replacement,Kitchen cleaning,391.37
Fine,Noida,Wash basin installation,Home painting,289.73
Fine,Rishikesh,Sub meter installation,Washing Machine Repair,457.53
Fine,Jaipur,MCB fuse replacement,Massage,389.27
Extreme,Ahemdabad,Tap installation,Carpenter,217.81
Fine,Delhi,Single pole MCB installation,Carpenter,461.53
Fine,Haridwar,Waste pipe leakage,Face care,372.72
Extreme,Delhi,MCB fuse replacement,Laptop Repair,463.27
Fine,Rishikesh,Stabilizer installation,Face care,93.37
Fine,Haridwar,TV uninstallation,Carpenter,448.94
Extreme,Lucknow,Timer,Men/kids haircut,292.93
Extreme,Delhi,Inverter PCB Card Replacement,Refrigerator Repair,464.22
Fine,Ahemdabad,Tap replacement,Chimney Repair,392.96
Extreme,Haridwar,New wiring without casing (per 5m),Pest control,350.51
Extreme,Rishikesh,Lantern Installation,Face care,246.14
Extreme,Ahemdabad,Switch/socket replacement,Washing Machine Repair,298.86
Fine,Lucknow,Single pole MCB installation,Microwave Repair,427.94
Fine,Delhi,Fan Coil Repair,Carpenter,314.43
Extreme,Delhi,Fan uninstallation,Laptop Repair,76.08
Fine,Delhi,Double battery inverter installation,Massage,416.14
Fine,Noida,Tubelight Installation/Repair,Plumber,206.94
Extreme,Noida,Geyser Uninstallation,Chimney Repair,373.14
Fine,Dehradun,Drainage pipe blockage removal,Washing Machine Repair,264.18
Fine,Noida,Switchboard installation,Men/kids haircut,157.87
Fine,Jaipur,Bulb Holder Installation,Home painting,418.4
Fine,Jaipur,Decorative Lights Installation (per 15m),Laptop Repair,379.57
Extreme,Noida,Inverter fuse replacement,Pest control,480.74
Extreme,Noida,Tap installation,Carpenter,449.3
Extreme,Noida,Geyser Uninstallation,Face care,457.48
Fine,Dehradun,3 Phase changeover switch installation,Pest control,103.26
Fine,Rishikesh,Four Pole MCB Installation,Pest control,403.73
Fine,Noida,Sub meter installation,Men/kids haircut,440.55
Fine,Delhi,Decorative Lights Installation (per 15m),Face care,393.48
Fine,Lucknow,Inverter PCB Card Replacement,Hair colour,473.1
Fine,Rishikesh,Double battery inverter installation,Laptop Repair,220.55
Fine,Delhi,Wash basin installation,Chimney Repair,404.67
Extreme,Lucknow,Bulb Holder Installation,Microwave Repair,91.35
Fine,Haridwar,Cavity sensor,Chimney Repair,82.14
Fine,Dehradun,Minor fittings installation,Carpenter,256.75
Extreme,Rishikesh,Single pole MCB installation,Shave/beard grooming,471.27
Fine,Rishikesh,Material Procurement Charges,Home painting,470.24
Fine,Dehradun,AC switchbox installation,Face care,478.37
Extreme,Noida,Material Procurement Charges,Hair colour,485.17
Fine,Lucknow,Bulb,Kitchen cleaning,271.38
Extreme,Ahemdabad,Chandelier installation (upto 6 bulbs),Laptop Repair,383.39
Fine,Ahemdabad,Chandelier installation (upto 6 bulbs),Men/kids haircut,341.88
Fine,Lucknow,Waste pipe leakage,Microwave Repair,460.92
Fine,Delhi,Ceiling Fan Installation,Shave/beard grooming,308.63
Fine,Jaipur,Wash basin blockage removal,Bathroom cleaning,435.27
Extreme,Lucknow,Minor fittings installation,Carpenter,136.28
Fine,Noida,Material Procurement Charges,Carpenter,155.93
Fine,Delhi,Chandelier installation (upto 6 bulbs),Water Purifier Repair,92.34
Fine,Haridwar,Sub meter installation,Carpenter,159.45
Fine,Delhi,Chandelier installation (more than 6 bulbs),Men/kids haircut,333.25
Fine,Noida,Lantern Installation,Full home cleaning,373.47
Fine,Noida,Wash basin blockage removal,Carpenter,250.71
Fine,Ahemdabad,Material Procurement Charges,Home painting,369.88
Extreme,Noida,Bulb holder installation,Water Purifier Repair,478.85
Fine,Noida,Fan repair,Hair colour,370.37
Fine,Lucknow,Fan repair,Face care,219.33
Fine,Delhi,Chandelier installation (upto 6 bulbs),Washing Machine Repair,300.04
Extreme,Noida,Decorative Lights Uninstallation (per 5m),Electrician,448.83
Fine,Ahemdabad,Switchboard installation,Chimney Repair,364.99
Extreme,Jaipur,PCB Repair,Pest control,474.28
Fine,Ahemdabad,Hot & cold water mixer repair,Kitchen cleaning,479.93
Extreme,Dehradun,Wash Basin Leakage Repair,Pest control,462.29
Fine,Noida,Switch/socket replacement,Home painting,475.71
Fine,Dehradun,Inverter PCB Card Replacement,Refrigerator Repair,177.32
Fine,Jaipur,Chandelier installation (more than 6 bulbs),Microwave Repair,457.66
Fine,Noida,Mini home theater installation,Plumber,376.79
Fine,Rishikesh,Wash basin blockage removal,AC Repair Service,386.86
Extreme,Lucknow,AC switchbox installation,Massage,459.25
Fine,Rishikesh,New wiring with casing (per 5m),Home painting,275.91
Extreme,Noida,Chandelier installation (more than 6 bulbs),Microwave Repair,384.36
Extreme,Noida,Bulb holder installation,Men/kids haircut,477.65
Fine,Delhi,AC switchbox installation,Home painting,148.84
Fine,Delhi,New wiring with casing (per 5m),Men/kids haircut,209.0
Fine,Delhi,TV installation (above 48 inches),Shave/beard grooming,451.16
Extreme,Haridwar,Chandelier installation (more than 6 bulbs),Chimney Repair,236.96
Fine,Delhi,Four Pole MCB Installation,Men/kids haircut,155.37
Extreme,Ahemdabad,AC switchbox installation,Carpenter,473.2
Extreme,Haridwar,MCB fuse replacement,Men/kids haircut,227.86
Extreme,Lucknow,Lantern Installation,Carpenter,71.14
Fine,Delhi,PCB Repair,Chimney Repair,78.38
Fine,Haridwar,Bulb,Water Purifier Repair,315.48
Fine,Haridwar,Inverter fuse replacement,Chimney Repair,472.93
Extreme,Noida,Chandelier installation (more than 6 bulbs),Bathroom cleaning,405.92
Extreme,Jaipur,Switch Membrane / Key Pad Repair,Full home cleaning,471.74
Fine,Noida,TV installation (up to 48 inches),Bathroom cleaning,441.76
Fine,Lucknow,Single battery inverter installation,Full home cleaning,459.99
Fine,Lucknow,Shower installation (wall mounted/ hand-held),Chimney Repair,447.76
Fine,Delhi,Timer,Carpenter,257.67
Fine,Delhi,Switch/socket replacement,Plumber,265.41
Fine,Dehradun,Bulbs installation (upto 5 bulbs),Full home cleaning,406.58
Fine,Rishikesh,3 Phase changeover switch installation,Men/kids haircut,385.91
Extreme,Jaipur,Fuse 5 / 15 Amp,Chimney Repair,352.12
Fine,Lucknow,Room heater repair,Plumber,92.23
Fine,Jaipur,Fuse 5 / 15 Amp,Hair colour,69.87
Extreme,Noida,Chandelier installation (more than 6 bulbs),Carpenter,474.75
Extreme,Jaipur,Inverter PCB Card Replacement,Carpenter,88.62
Extreme,Lucknow,Wash basin blockage removal,Carpenter,462.17
